Date,Entity,Value
2022-02-11,XLK,16921.797881583883
2022-02-14,XLK,16916.334695019945
2022-02-15,XLK,17360.986001705354
2022-02-16,XLK,17343.504839395166
2022-02-17,XLK,16824.567646467684
2022-02-18,XLK,16654.134505274233
2022-02-22,XLK,16500.094372754018
2022-02-23,XLK,16087.12196038035
2022-02-24,XLK,16636.65679194546
2022-02-25,XLK,16862.804778943144
2022-02-28,XLK,16832.21576275906
2022-03-01,XLK,16495.719339827025
2022-03-02,XLK,16852.966559452212
2022-03-03,XLK,16651.951300037505
2022-03-04,XLK,16360.25197223536
2022-03-07,XLK,15761.562257520445
2022-03-08,XLK,15685.082819097395
2022-03-09,XLK,16305.627004558784
2022-03-10,XLK,16020.480741448235
2022-03-11,XLK,15738.61618415561
2022-03-14,XLK,15446.916856353466
2022-03-15,XLK,15965.857498262369
2022-03-16,XLK,16484.799864661978
2022-03-17,XLK,16601.696191815798
2022-03-18,XLK,16941.463973621507
2022-03-21,XLK,16909.28842598577
2022-03-22,XLK,17152.270891278025
2022-03-23,XLK,16888.492792534205
2022-03-24,XLK,17327.394647198093
2022-03-25,XLK,17317.54263178149
2022-03-28,XLK,17523.31403656973
2022-03-29,XLK,17895.450508970505
2022-03-30,XLK,17656.843076605248
2022-03-31,XLK,17395.253356570276
2022-04-01,XLK,17343.811798741248
2022-04-04,XLK,17673.261952639114
2022-04-05,XLK,17301.127204729044
2022-04-06,XLK,16891.77277386142
2022-04-07,XLK,16918.041940821175
2022-04-08,XLK,16681.624611655476
2022-04-11,XLK,16261.326562752887
2022-04-12,XLK,16189.087646981583
2022-04-13,XLK,16449.589213379608
2022-04-14,XLK,16050.083348947168
2022-04-18,XLK,16102.621682866684
2022-04-19,XLK,16404.709342695714
2022-04-20,XLK,16389.38896724305
2022-04-21,XLK,16111.376922192798
2022-04-22,XLK,15660.42949993133
2022-04-25,XLK,15895.756950969373
2022-04-26,XLK,15303.620300946055
2022-04-27,XLK,15530.183890204444
2022-04-28,XLK,16151.874861986862
2022-04-29,XLK,15478.744056866122
2022-05-02,XLK,15714.066334432044
2022-05-03,XLK,15741.428828500873
2022-05-04,XLK,16294.166039311327
2022-05-05,XLK,15510.486757334073
2022-05-06,XLK,15385.71295662467
2022-05-09,XLK,14790.287702820593
2022-05-10,XLK,15015.763138442033
2022-05-11,XLK,14541.833428510856
2022-05-12,XLK,14391.882063460058
2022-05-13,XLK,14870.18853080894
2022-05-16,XLK,14738.846144991567
2022-05-17,XLK,15165.707605530004
2022-05-18,XLK,14471.781166957699
2022-05-19,XLK,14313.078011562204
2022-05-20,XLK,14344.815538558027
2022-05-23,XLK,14674.270865928014
2022-05-24,XLK,14456.461653750386
2022-05-25,XLK,14625.015962317128
2022-05-26,XLK,14976.358525757047
2022-05-27,XLK,15483.122538774536
2022-05-31,XLK,15372.574061918021
2022-06-01,XLK,15326.604313106476
2022-06-02,XLK,15697.645733907473
2022-06-03,XLK,15322.227555688773
2022-06-06,XLK,15323.319158307137
2022-06-07,XLK,15506.104826444247
2022-06-08,XLK,15330.982795014887
2022-06-09,XLK,14921.631813128679
2022-06-10,XLK,14348.098968866661
2022-06-13,XLK,13712.184397722063
2022-06-14,XLK,13798.64949959161
2022-06-15,XLK,14089.792679140322
2022-06-16,XLK,13516.264146105073
2022-06-17,XLK,13639.944619705406
2022-06-21,XLK,13987.042349266807
2022-06-22,XLK,13927.784537302343
2022-06-23,XLK,14136.284086391135
2022-06-24,XLK,14644.364748064425
2022-06-27,XLK,14545.60316519924
2022-06-28,XLK,14109.948526539105
2022-06-29,XLK,14138.476776326755
2022-06-30,XLK,13949.732992792418
2022-07-01,XLK,13981.555882078304
2022-07-05,XLK,14157.131454563954
2022-07-06,XLK,14278.94430472718
2022-07-07,XLK,14574.136588459014
2022-07-08,XLK,14580.715520511236
2022-07-11,XLK,14379.901164264049
2022-07-12,XLK,14183.470463397396
2022-07-13,XLK,14146.161106923008
2022-07-14,XLK,14275.650527474298
2022-07-15,XLK,14526.947624716688
2022-07-18,XLK,14386.482683052329
2022-07-19,XLK,14825.429374474634
2022-07-20,XLK,15056.976741880053
2022-07-21,XLK,15268.768343731019
2022-07-22,XLK,15058.071793479832
2022-07-25,XLK,14962.605712358236
2022-07-26,XLK,14720.081961594396
2022-07-27,XLK,15353.26666394773
2022-07-28,XLK,15587.00413455271
2022-07-29,XLK,15826.228934591543
2022-08-01,XLK,15792.211630879327
2022-08-02,XLK,15680.278387984035
2022-08-03,XLK,16097.279210652328
2022-08-04,XLK,16170.799423019913
2022-08-05,XLK,16133.49351552694
2022-08-08,XLK,15996.325800096878
2022-08-09,XLK,15836.106817368773
2022-08-10,XLK,16268.465954285319
2022-08-11,XLK,16204.825349185672
2022-08-12,XLK,16527.449968860026
2022-08-15,XLK,16631.69715666836
2022-08-16,XLK,16586.705194088427
2022-08-17,XLK,16468.18784566879
2022-08-18,XLK,16553.781217485284
2022-08-19,XLK,16253.104191055654
2022-08-22,XLK,15799.894236984877
2022-08-23,XLK,15758.190878185702
2022-08-24,XLK,15768.068760962928
2022-08-25,XLK,16034.730208171051
2022-08-26,XLK,15349.972886694854
2022-08-29,XLK,15146.962391530627
2022-08-30,XLK,14988.9369609835
2022-08-31,XLK,14842.98641437599
2022-09-01,XLK,14770.566427080312
2022-09-02,XLK,14578.527141802384
2022-09-06,XLK,14481.95738662747
2022-09-07,XLK,14713.499580560763
2022-09-08,XLK,14763.98059706526
2022-09-09,XLK,15055.879965789569
2022-09-12,XLK,15297.296593518675
2022-09-13,XLK,14485.245990408226
2022-09-14,XLK,14537.920559093702
2022-09-15,XLK,14203.222779970436
2022-09-16,XLK,14124.213513678289
2022-09-19,XLK,14239.394834822693
2022-09-20,XLK,14155.78635181147
2022-09-21,XLK,13934.670428700649
2022-09-22,XLK,13792.761226068076
2022-09-23,XLK,13612.347594900251
2022-09-26,XLK,13517.74117239675
2022-09-27,XLK,13535.343911301874
2022-09-28,XLK,13678.353339006351
2022-09-29,XLK,13321.92697695832
2022-09-30,XLK,13066.709250090573
2022-10-03,XLK,13471.537755094227
2022-10-04,XLK,13923.671626963014
2022-10-05,XLK,13969.873319774828
2022-10-06,XLK,13855.46457046775
2022-10-07,XLK,13285.624723057585
2022-10-10,XLK,13062.310074293662
2022-10-11,XLK,12862.094978567613
2022-10-12,XLK,12822.493773941875
2022-10-13,XLK,13220.720928514098
2022-10-14,XLK,12848.89572668617
2022-10-17,XLK,13240.521530826967
2022-10-18,XLK,13352.729829990238
2022-10-19,XLK,13314.227125945694
2022-10-20,XLK,13321.92697695832
2022-10-21,XLK,13678.353339006351
2022-10-24,XLK,13867.56618401335
2022-10-25,XLK,14132.684212037531
2022-10-26,XLK,13818.062091495114
2022-10-27,XLK,13660.752324591936
2022-10-28,XLK,14254.794536847943
2022-10-31,XLK,14066.68019242214
2022-11-01,XLK,13948.972492390058
2022-11-02,XLK,13467.13685480661
2022-11-03,XLK,13071.111012623549
2022-11-04,XLK,13309.82708790343
2022-11-07,XLK,13532.043236086156
2022-11-08,XLK,13661.851687418482
2022-11-09,XLK,13306.526412687712
2022-11-10,XLK,14400.00096571481
2022-11-11,XLK,14646.420340988732
2022-11-14,XLK,14521.01020320796
2022-11-15,XLK,14697.025520824227
2022-11-16,XLK,14495.708475535565
2022-11-17,XLK,14514.412301757946
2022-11-18,XLK,14530.912228855103
2022-11-21,XLK,14374.700100287764
2022-11-22,XLK,14653.01996692945
2022-11-23,XLK,14782.83100499784
2022-11-25,XLK,14697.025520824225
2022-11-28,XLK,14382.399951300391
2022-11-29,XLK,14241.593560475785
2022-11-30,XLK,14956.640698998173
2022-12-01,XLK,14977.541526382949
2022-12-02,XLK,14890.635817137427
2022-12-05,XLK,14643.123114754431
2022-12-06,XLK,14329.599494793209
2022-12-07,XLK,14256.993262501031
2022-12-08,XLK,14490.209074666744
2022-12-09,XLK,14401.10205303206
2022-12-12,XLK,14715.724173574476
2022-12-13,XLK,14889.540765537644
2022-12-14,XLK,14764.127178775454
2022-12-15,XLK,14211.890070270412
2022-12-16,XLK,14023.777450335318
2022-12-19,XLK,13836.777126907085
2022-12-20,XLK,13857.739173712005
2022-12-21,XLK,14087.212841040675
2022-12-22,XLK,13731.970341863904
2022-12-23,XLK,13746.312931084956
2022-12-27,XLK,13616.12940302357
2022-12-28,XLK,13396.587077684084
2022-12-29,XLK,13747.415742892923
2022-12-30,XLK,13728.661044194645
2023-01-03,XLK,13598.479240623969
2023-01-04,XLK,13633.78387664994
2023-01-05,XLK,13369.007297786007
2023-01-06,XLK,13760.655520306009
2023-01-09,XLK,13920.623589636054
2023-01-10,XLK,14006.677400471668
2023-01-11,XLK,14249.386533986655
2023-01-12,XLK,14355.299579819219
2023-01-13,XLK,14396.121723866445
2023-01-17,XLK,14461.211763406429
2023-01-18,XLK,14274.764139250212
2023-01-19,XLK,14108.173163354882
2023-01-20,XLK,14489.891768376408
2023-01-23,XLK,14819.76442249781
2023-01-24,XLK,14813.140653687173
2023-01-25,XLK,14782.249851629133
2023-01-26,XLK,15018.341252050961
2023-01-27,XLK,15081.228254711074
2023-01-30,XLK,14793.28314318093
2023-01-31,XLK,14999.587415598036
2023-02-01,XLK,15352.62170442281
2023-02-02,XLK,15771.852293576956
2023-02-03,XLK,15640.568540443664
2023-02-06,XLK,15449.705357828807
2023-02-07,XLK,15835.84124579968
2023-02-08,XLK,15644.981512166241
2023-02-09,XLK,15558.931150312043
2023-02-10,XLK,15487.218204206774
2023-02-13,XLK,15755.30752972138
2023-02-14,XLK,15822.600606141237
2023-02-15,XLK,15896.520900353149
2023-02-16,XLK,15620.714478918831
2023-02-17,XLK,15425.436600090687
2023-02-21,XLK,15059.159947116765
2023-02-22,XLK,15037.100261976004
2023-02-23,XLK,15286.427128584148
2023-02-24,XLK,15013.930004819089
2023-02-27,XLK,15094.468894369513
2023-02-28,XLK,15061.369019714119
2023-03-01,XLK,14951.0481756311
2023-03-02,XLK,15135.287589435322
2023-03-03,XLK,15460.74037387131
2023-03-06,XLK,15534.658943592509
2023-03-07,XLK,15341.591861852427
2023-03-08,XLK,15468.46436775385
2023-03-09,XLK,15246.71038308095
2023-03-10,XLK,14978.626231038468
2023-03-13,XLK,15060.263621170088
2023-03-14,XLK,15407.78643769109
2023-03-15,XLK,15416.610656645538
2023-03-16,XLK,15849.080160967413
2023-03-17,XLK,15827.015302354526
2023-03-20,XLK,15869.6929984039
2023-03-21,XLK,15997.950270344098
2023-03-22,XLK,15838.73666569894
2023-03-23,XLK,16096.358332614078
2023-03-24,XLK,16138.372099740749
2023-03-27,XLK,16013.427574451222
2023-03-28,XLK,15938.244953040825
2023-03-29,XLK,16272.156364401098
2023-03-30,XLK,16461.229525660725
2023-03-31,XLK,16696.73459924172
2023-04-03,XLK,16670.2033096943
2023-04-04,XLK,16578.425914197793
2023-04-05,XLK,16389.357926410292
2023-04-06,XLK,16482.238995960124
2023-04-10,XLK,16473.38890964505
2023-04-11,XLK,16318.598623666723
2023-04-12,XLK,16225.717554116893
2023-04-13,XLK,16527.56550973747
2023-04-14,XLK,16435.7967366945
2023-04-17,XLK,16495.503778488484
2023-04-18,XLK,16546.3624584581
2023-04-19,XLK,16498.821698611282
2023-04-20,XLK,16390.466773935743
2023-04-21,XLK,16337.39212340594
2023-04-24,XLK,16265.527422118343
2023-04-25,XLK,15918.339156794756
2023-04-26,XLK,16154.958251373328
2023-04-27,XLK,16497.71285108584
2023-04-28,XLK,16676.835700958487
2023-05-01,XLK,16686.780838873336
2023-05-02,XLK,16530.883429860267
2023-05-03,XLK,16391.568723498356
2023-05-04,XLK,16313.06818196516
2023-05-05,XLK,16722.16566371725
2023-05-08,XLK,16713.320750874303
2023-05-09,XLK,16585.061754443395
2023-05-10,XLK,16787.401422722087
2023-05-11,XLK,16712.213627839563
2023-05-12,XLK,16690.100483486844
2023-05-15,XLK,16828.309791304724
2023-05-16,XLK,16846.00479046274
2023-05-17,XLK,17070.45070513132
2023-05-18,XLK,17419.84631856155
2023-05-19,XLK,17412.103355281215
2023-05-22,XLK,17445.272209564944
2023-05-23,XLK,17187.652267140515
2023-05-24,XLK,17061.607516779084
2023-05-25,XLK,17716.16383248056
2023-05-26,XLK,18219.242608854383
2023-05-30,XLK,18316.540099108206
2023-05-31,XLK,18163.95888572723
2023-06-01,XLK,18348.60872832003
2023-06-02,XLK,18453.645732872774
2023-06-05,XLK,18347.499880794585
2023-06-06,XLK,18343.08173559988
2023-06-07,XLK,18068.872192561466
2023-06-08,XLK,18264.574296103852
2023-06-09,XLK,18355.244568565624
2023-06-12,XLK,18754.38828994932
2023-06-13,XLK,18868.268482854295
2023-06-14,XLK,19062.86863683407
2023-06-15,XLK,19308.325746292758
2023-06-16,XLK,19149.115590629015
2023-06-20,XLK,19019.701185423535
2023-06-21,XLK,18738.271199789408
2023-06-22,XLK,18891.173168442132
2023-06-23,XLK,18686.196753870427
2023-06-26,XLK,18552.129672733914
2023-06-27,XLK,18917.76653965505
2023-06-28,XLK,18928.844667965262
2023-06-29,XLK,18962.085950858735
2023-06-30,XLK,19263.457947043815
2023-07-03,XLK,19222.46335392576
2023-07-05,XLK,19103.906342219827
2023-07-06,XLK,19052.942468317004
2023-07-07,XLK,18969.84271006473
2023-07-10,XLK,19019.701185423528
2023-07-11,XLK,19060.695778541587
2023-07-12,XLK,19276.75377040492
2023-07-13,XLK,19528.27074021262
2023-07-14,XLK,19499.457949458098
2023-07-17,XLK,19748.753775233494
2023-07-18,XLK,19972.568526302828
2023-07-19,XLK,19922.713499925452
2023-07-20,XLK,19524.942473145573
2023-07-21,XLK,19514.96974337939
2023-07-24,XLK,19549.316424816894
2023-07-25,XLK,19773.129451395518
2023-07-26,XLK,19507.212984173388
2023-07-27,XLK,19450.710046115455
2023-07-28,XLK,19715.51766581214
2023-07-31,XLK,19760.942475559856
2023-08-01,XLK,19794.180309471914
2023-08-02,XLK,19304.450815671156
2023-08-03,XLK,19225.781274048546
2023-08-04,XLK,18964.3001969282
2023-08-07,XLK,19017.485214863336
2023-08-08,XLK,18871.229433400455
2023-08-09,XLK,18627.474396270878
2023-08-10,XLK,18629.688642340356
2023-08-11,XLK,18492.298467608918
2023-08-14,XLK,18787.024276604156
2023-08-15,XLK,18601.989872583403
2023-08-16,XLK,18424.71050327794
2023-08-17,XLK,18249.648829023372
2023-08-18,XLK,18277.351047761742
2023-08-21,XLK,18626.363824254724
2023-08-22,XLK,18605.311241687617
2023-08-23,XLK,18941.03164380091
2023-08-24,XLK,18504.487167935287
2023-08-25,XLK,18692.84294106026
2023-08-28,XLK,18845.74490971298
2023-08-29,XLK,19223.56875246978
2023-08-30,XLK,19368.715686407213
2023-08-31,XLK,19462.897021951114
2023-09-01,XLK,19522.728227076095
2023-09-05,XLK,19592.532161967254
2023-09-06,XLK,19385.33460336324
2023-09-07,XLK,19105.015189745267
2023-09-08,XLK,19144.904384319296
2023-09-11,XLK,19244.624784018302
2023-09-12,XLK,18895.603385071776
2023-09-13,XLK,18943.249338851805
2023-09-14,XLK,19080.64123807395
2023-09-15,XLK,18713.893799136655
2023-09-18,XLK,18803.83633651952
2023-09-19,XLK,18793.842912864835
2023-09-20,XLK,18498.48766476106
2023-09-21,XLK,18216.46100534186
2023-09-22,XLK,18255.322403453727
2023-09-25,XLK,18314.16719989355
2023-09-26,XLK,17984.394566233233
2023-09-27,XLK,18012.15196867427
2023-09-28,XLK,18139.845332152847
2023-09-29,XLK,18202.02529362255
2023-10-02,XLK,18397.446305179485
2023-10-03,XLK,18085.437650305517
2023-10-04,XLK,18310.837208335794
2023-10-05,XLK,18335.269792691197
2023-10-06,XLK,18678.364117073244
2023-10-09,XLK,18774.963188590198
2023-10-10,XLK,18803.83633651951
2023-10-11,XLK,18978.159928750923
2023-10-12,XLK,18995.92735651869
2023-10-13,XLK,18723.892396263458
2023-10-16,XLK,18903.76884857564
2023-10-17,XLK,18816.050904206506
2023-10-18,XLK,18622.845863209757
2023-10-19,XLK,18516.25681701953
2023-10-20,XLK,18203.132416657285
2023-10-23,XLK,18224.231560473512
2023-10-24,XLK,18349.70033093837
2023-10-25,XLK,18133.18190005591
2023-10-26,XLK,17786.752410643985
2023-10-27,XLK,17890.013189767164
2023-10-30,XLK,18082.10420976634
2023-10-31,XLK,18210.90642077037
2023-11-01,XLK,18562.88877026307
2023-11-02,XLK,18877.120293660057
2023-11-03,XLK,19071.42728421942
2023-11-06,XLK,19196.902952647106
2023-11-07,XLK,19406.756226941925
2023-11-08,XLK,19516.67871367132
2023-11-09,XLK,19425.634226725844
2023-11-10,XLK,19933.062168666034
2023-11-13,XLK,19816.479698821127
2023-11-14,XLK,20212.872857525057
2023-11-15,XLK,20238.41084042449
2023-11-16,XLK,20339.45392449678
2023-11-17,XLK,20297.259085845733
2023-11-20,XLK,20591.50376193335
2023-11-21,XLK,20424.950724833605
2023-11-22,XLK,20515.99693626979
2023-11-24,XLK,20476.02669063247
2023-11-27,XLK,20474.914394125608
2023-11-28,XLK,20513.779241218897
2023-11-29,XLK,20529.325524954354
2023-11-30,XLK,20559.305795918404
2023-12-01,XLK,20605.93947365265
2023-12-04,XLK,20355.001932722942
2023-12-05,XLK,20477.135538157912
2023-12-06,XLK,20303.924242433364
2023-12-07,XLK,20550.42294427987
2023-12-08,XLK,20725.857108527438
2023-12-11,XLK,20906.842408365068
2023-12-12,XLK,21045.638043023777
2023-12-13,XLK,21231.07252888886
2023-12-14,XLK,21178.880817601712
2023-12-15,XLK,21285.473312773353
2023-12-18,XLK,21349.129438289372
2023-12-19,XLK,21430.36157310454
2023-12-20,XLK,21106.536707897198
2023-12-21,XLK,21343.564506773637
2023-12-22,XLK,21371.38571537088
2023-12-26,XLK,21460.41254818763
2023-12-27,XLK,21459.29335371793
2023-12-28,XLK,21484.891693792157
2023-12-29,XLK,21419.233434563783
2024-01-02,XLK,20858.37904598929
2024-01-03,XLK,20645.83729068021
2024-01-04,XLK,20494.49598611851
2024-01-05,XLK,20488.93105460278
2024-01-08,XLK,21003.04657150981
2024-01-09,XLK,21036.430987132077
2024-01-10,XLK,21215.590051309602
2024-01-11,XLK,21323.531098215142
2024-01-12,XLK,21392.529695945526
2024-01-16,XLK,21445.942346654156
2024-01-17,XLK,21340.22416827163
2024-01-18,XLK,21773.1075503635
2024-01-19,XLK,22274.982632222916
2024-01-22,XLK,22372.90956158528
2024-01-23,XLK,22463.041792946053
2024-01-24,XLK,22617.725160500468
2024-01-25,XLK,22712.313475851533
2024-01-26,XLK,22450.803082389146
2024-01-29,XLK,22656.67278314776
2024-01-30,XLK,22469.722469950066
2024-01-31,XLK,21997.8897407202
2024-02-01,XLK,22274.982632222916
2024-02-02,XLK,22505.329754095346
2024-02-05,XLK,22556.519536280957
2024-02-06,XLK,22453.031124384288
2024-02-07,XLK,22750.147077501242
2024-02-08,XLK,22821.366819263934
2024-02-09,XLK,23128.495165433374
2024-02-12,XLK,22952.678164248562
2024-02-13,XLK,22563.195039812847
2024-02-14,XLK,22799.107093201004
2024-02-15,XLK,22751.261098498813
2024-02-16,XLK,22542.056232710318
2024-02-20,XLK,22312.812784891208
2024-02-21,XLK,22172.60306785168
2024-02-22,XLK,22898.149768051644
2024-02-23,XLK,22844.731943870887
2024-02-26,XLK,22866.991669933817
2024-02-27,XLK,22887.0233540016
2024-02-28,XLK,22779.078858114644
2024-02-29,XLK,23032.796278066155
2024-03-01,XLK,23453.4375006197
2024-03-04,XLK,23453.4375006197
2024-03-05,XLK,22877.005787477006
2024-03-06,XLK,23058.396342631087
2024-03-07,XLK,23422.28112699258
2024-03-08,XLK,23073.973667199294
2024-03-11,XLK,23010.541725475356
2024-03-12,XLK,23482.374454705223
2024-03-13,XLK,23228.653585772296
2024-03-14,XLK,23233.102771799746
2024-03-15,XLK,22882.570718992738
2024-03-18,XLK,22995.0368295169
2024-03-19,XLK,23114.302606903948
2024-03-20,XLK,23372.900335559993
2024-03-21,XLK,23389.62099746781
2024-03-22,XLK,23397.422593432224
2024-03-25,XLK,23242.489174725102
2024-03-26,XLK,23146.62990972201
2024-03-27,XLK,23264.78339060219
2024-03-28,XLK,23214.619680388027
2024-04-01,XLK,23279.27256153345
2024-04-02,XLK,23055.2267287092
2024-04-03,XLK,23116.53582237121
2024-04-04,XLK,22750.93344526424
2024-04-05,XLK,23011.75749142472
2024-04-08,XLK,22985.005467066632
2024-04-09,XLK,23100.929181460964
2024-04-10,XLK,22817.809194932684
2024-04-11,XLK,23273.699007564184
2024-04-12,XLK,22896.949522518666
2024-04-15,XLK,22462.241629257398
2024-04-16,XLK,22488.99192912477
2024-04-17,XLK,22164.63074730715
2024-04-18,XLK,21911.60484812967
2024-04-19,XLK,21460.17801745129
2024-04-22,XLK,21651.894822966762
2024-04-23,XLK,21972.913941791674
2024-04-24,XLK,22073.232739766467
2024-04-25,XLK,22025.302245019568
2024-04-26,XLK,22273.86516224393
2024-04-29,XLK,22369.72787622843
2024-04-30,XLK,21877.054676788583
2024-05-01,XLK,21653.010568455044
2024-05-02,XLK,21965.11234582726
2024-05-03,XLK,22577.047873672735
2024-05-06,XLK,22842.331452804912
2024-05-07,XLK,22767.650658190636
2024-05-08,XLK,22832.300090354645
2024-05-09,XLK,22825.61079089709
2024-05-10,XLK,22910.328121433762
2024-05-13,XLK,23018.445066391556
2024-05-14,XLK,23222.423000843144
2024-05-15,XLK,23745.193736615212
2024-05-16,XLK,23662.706172564394
2024-05-17,XLK,23610.319593827207
2024-05-20,XLK,23887.864301895508
2024-05-21,XLK,23926.880904171132
2024-05-22,XLK,23980.381503905886
2024-05-23,XLK,23785.319186416284
2024-05-24,XLK,23985.953333384452
2024-05-28,XLK,24087.387876847526
2024-05-29,XLK,23934.68077564484
2024-05-30,XLK,23388.506976470235
2024-05-31,XLK,23425.29036327859
2024-06-03,XLK,23484.364516982616
2024-06-04,XLK,23533.41075721779
2024-06-05,XLK,24056.17804400844
2024-06-06,XLK,23975.92369542489
2024-06-07,XLK,24031.655786136205
2024-06-10,XLK,24092.957981835378
2024-06-11,XLK,24541.04447401175
2024-06-12,XLK,25083.872761212224
2024-06-13,XLK,25282.280590675953
2024-06-14,XLK,25377.02583468147
2024-06-17,XLK,25761.5751912007
2024-06-18,XLK,25793.90076952806
2024-06-20,XLK,25504.09320803294
2024-06-21,XLK,25459.511674241585
2024-06-24,XLK,24835.330537876365
2024-06-25,XLK,25290.90304421753
2024-06-26,XLK,25261.872967633764
2024-06-27,XLK,25274.154790458375
2024-06-28,XLK,25260.753773164062
2024-07-01,XLK,25451.692833370085
2024-07-02,XLK,25578.98266602292
2024-07-03,XLK,25924.01531796111
2024-07-05,XLK,26003.293604803755
2024-07-08,XLK,26180.829923224755
2024-07-09,XLK,26159.61523853107
2024-07-10,XLK,26539.25669449443
2024-07-11,XLK,25874.88285319052
2024-07-12,XLK,26106.019791807357
2024-07-15,XLK,26152.917316619973
2024-07-16,XLK,26065.823637887243
2024-07-17,XLK,25051.95243820131
2024-07-18,XLK,25054.187378159288
2024-07-19,XLK,24662.258925899187
2024-07-22,XLK,25246.23873487218
2024-07-23,XLK,25145.74403884514
2024-07-24,XLK,24105.07942702412
2024-07-25,XLK,23847.14390280007
2024-07-26,XLK,24149.742011878767
2024-07-29,XLK,24042.547669449923
2024-07-30,XLK,23438.467196780817
2024-07-31,XLK,24431.123711773063
2024-08-01,XLK,23519.982148072148
2024-08-02,XLK,22858.955543233074
2024-08-05,XLK,22097.435966857665
2024-08-06,XLK,22397.802584959798
2024-08-07,XLK,22034.90765826488
2024-08-08,XLK,22857.838073254083
2024-08-09,XLK,22960.567709239098
2024-08-12,XLK,23148.154359508157
2024-08-13,XLK,23859.427450115396
2024-08-14,XLK,23990.069692705194
2024-08-15,XLK,24680.12464963733
2024-08-16,XLK,24721.438273536423
2024-08-19,XLK,25128.999234067403
2024-08-20,XLK,25040.78636086498
2024-08-21,XLK,25188.17858170464
2024-08-22,XLK,24608.66175468477
2024-08-23,XLK,25007.288128855966
2024-08-26,XLK,24693.52221795023
2024-08-27,XLK,24843.149378747865
2024-08-28,XLK,24500.35166676765
2024-08-29,XLK,24279.266784489577
2024-08-30,XLK,24601.962108282973
2024-09-03,XLK,23471.97060226196
2024-09-04,XLK,23411.67206015503
2024-09-05,XLK,23375.942337169454
2024-09-06,XLK,22769.626924542372
2024-09-09,XLK,23142.570458594644
2024-09-10,XLK,23488.717131530404
2024-09-11,XLK,24290.432861825924
2024-09-12,XLK,24491.41880489859
2024-09-13,XLK,24614.247380089015
2024-09-16,XLK,24520.450605973074
2024-09-17,XLK,24472.43906016288
2024-09-18,XLK,24249.117513436126
2024-09-19,XLK,24969.32346591244
2024-09-20,XLK,24847.61408519171
2024-09-23,XLK,24843.026939907595
2024-09-24,XLK,25013.056550275298
2024-09-25,XLK,25084.64705754028
2024-09-26,XLK,25416.868468006396
2024-09-27,XLK,25179.728577233913
2024-09-30,XLK,25253.55402445687
2024-10-01,XLK,24638.322994867798
2024-10-02,XLK,24820.65684643933
2024-10-03,XLK,24923.56755394872
2024-10-04,XLK,25200.98120072318
2024-10-07,XLK,25027.597455927807
2024-10-08,XLK,25495.17414208955
2024-10-09,XLK,25780.416976679764
2024-10-10,XLK,25773.706983333712
2024-10-11,XLK,25818.450619251646
2024-10-14,XLK,26155.150532087267
2024-10-15,XLK,25580.186360537347
2024-10-16,XLK,25659.606055618075
2024-10-17,XLK,25737.91000521052
2024-10-18,XLK,25829.63566598578
2024-10-21,XLK,25950.44486255677
2024-10-22,XLK,25923.59626671902
2024-10-23,XLK,25552.22201921132
2024-10-24,XLK,25627.16838539468
2024-10-25,XLK,25760.28182316949
2024-10-28,XLK,25752.45435984445
2024-10-29,XLK,26099.21667596309
2024-10-30,XLK,25684.216262516442
2024-10-31,XLK,24859.806234499505
2024-11-01,XLK,25046.611690477697
2024-11-04,XLK,25027.59745592782
2024-11-05,XLK,25379.959193376355
2024-11-06,XLK,26102.57425937218
2024-11-07,XLK,26557.844979839396
2024-11-08,XLK,26528.763168534377
2024-11-11,XLK,26382.224570595332
2024-11-12,XLK,26415.78143528843
2024-11-13,XLK,26324.05577451317
2024-11-14,XLK,26234.570227168006
2024-11-15,XLK,25583.545668437157
2024-11-18,XLK,25666.317773454844
2024-11-19,XLK,25876.617690843115
2024-11-20,XLK,25854.24587288415
2024-11-21,XLK,26117.11344053398
2024-11-22,XLK,26130.536876207505
2024-11-25,XLK,26129.419406228517
2024-11-26,XLK,26260.29790404536
2024-11-27,XLK,25904.583756659868
2024-11-29,XLK,26145.08123084144
2024-12-02,XLK,26393.409617329475
2024-12-03,XLK,26488.491137023113
2024-12-04,XLK,26972.845393286054
2024-12-05,XLK,26836.377821083574
2024-12-06,XLK,26940.405998571947
2024-12-09,XLK,26764.789038309304
2024-12-10,XLK,26393.40961732948
2024-12-11,XLK,26775.970636062015
2024-12-12,XLK,26626.07962818601
2024-12-13,XLK,26740.177106920237
2024-12-16,XLK,27007.52317693956
2024-12-17,XLK,26844.20700889932
2024-12-18,XLK,25978.410928373538
2024-12-19,XLK,26006.375269699565
2024-12-20,XLK,26394.527087308463
2024-12-23,XLK,26674.18774547586
2024-12-24,XLK,26949.81654436722
2024-12-26,XLK,26967.74434977086
2024-12-27,XLK,26609.205486605144
2024-12-30,XLK,26270.83281778246
2024-12-31,XLK,26052.348467492524
2020-01-03,XLF,9893.824980338986
2020-01-06,XLF,9887.388326197113
2020-01-07,XLF,9823.03909505739
2020-01-08,XLF,9887.388326197113
2020-01-09,XLF,9948.52130749938
2020-01-10,XLF,9874.518479969169
2020-01-13,XLF,9942.086038179828
2020-01-14,XLF,9922.77953781001
2020-01-15,XLF,9868.083210649616
2020-01-16,XLF,9954.955191996612
2020-01-17,XLF,9983.914596345758
