Date,SPY,XLK,XLF,XLV,XLE,PORTFOLIO
2020-02-13,10375.22802496807,10870.541016709714,10016.088865710042,10168.41226673365,9057.445204405656,10084.04931291794
2020-02-14,10391.849977219403,10917.65582735158,10028.956634704507,10176.245820160837,9009.574063646241,10089.506930554306
2020-02-18,10365.069764484384,10876.96560684354,9942.086038179828,10140.01854118082,8935.29318770636,10035.486352482512
2020-02-19,10414.629543997471,11006.530042740644,10016.088865710042,10187.017371211887,9054.141931187618,10119.930276595855
2020-02-20,10371.843655745342,10891.956604570923,9996.783750162545,10121.415927234619,9044.240336815423,10071.398014107494
2020-02-21,10265.02991260928,10647.818730504097,9900.258172425061,10127.291092305006,8936.942356730804,9963.328248855285
2020-02-24,9924.585453416332,10207.73128847824,9578.50647743716,9808.090393694167,8524.265157426136,9595.299976550388
2020-02-25,9623.849621056796,9881.143789156182,9253.538532611805,9510.430306653394,8147.902577786901,9267.67161265262
2020-02-26,9588.449778547449,9926.115920092967,9185.972359223464,9509.449037031634,7901.946085251098,9199.612885722629
2020-02-27,9157.817650722172,9390.72536131745,8793.438241009768,9186.331561707204,7479.366469046043,8778.201598541546
2020-02-28,9119.34157735721,9462.467623764762,8555.34089270909,9067.854462273792,7472.762390194542,8712.508103025983
2020-03-02,9514.26984655843,10009.635591832714,8992.923973393132,9492.803981264888,7774.842448837512,9129.953198209825
2020-03-03,9241.85182708017,9629.510416225668,8655.08410510635,9256.829391665133,7537.1392041776535,8838.511504082744
2020-03-04,9630.313312824443,10042.830313477063,8941.443896070192,9790.464898483004,7715.417254568691,9190.888547966404
2020-03-05,9310.184344035766,9725.880992723774,8510.297469528023,9563.305131932193,7433.145319839264,8873.236683863903
2020-03-06,9156.274897760413,9520.288934969201,8220.719351493246,9512.38869501019,7015.51814587669,8636.844176585413
2020-03-09,8441.22075145982,8797.516940318916,7339.126229739529,9017.920125150891,5602.508891941016,7747.85822159579
2020-03-10,8878.011524374931,9384.300771183627,7770.269886637059,9327.328051800405,5868.273097126266,8149.099147169308
2020-03-11,8445.223973824524,8940.998878477472,7348.779133718858,8970.922125297167,5557.939379343256,7755.782549872111
2020-03-12,7637.209428869145,8068.314319817326,6554.0552236674985,8301.18568418941,4864.642293182277,6978.929400274206
2020-03-13,8290.085581051575,9014.880371648445,7416.3459995183575,8876.921144525651,5313.634112152376,7671.272614660289
2020-03-16,7382.954568759326,7769.566136244945,6399.612222054042,8001.5696993238735,4590.624428856985,6721.05696849235
2020-03-17,7781.573799705734,8298.532104886632,6747.1029170866705,8503.868501900977,4621.987017544031,7051.7050694782
2020-03-18,7387.572006732052,7985.863832316735,6174.388874448269,8221.874691537225,3958.40170598927,6558.191146521154
2020-03-19,7403.269543882048,8014.774919041631,6309.52468328075,8053.463254980914,4227.467950600271,6656.723726996728
2020-03-20,7084.231941417024,7647.498923702239,6084.299950852656,7744.055328331399,4268.735423772281,6452.665191922057
2020-03-23,6903.098624991796,7577.643254089827,5730.292628189194,7341.837725400409,3977.784994091779,6177.802239655178
2020-03-24,7528.542733278008,8353.705460608453,6440.901391926458,7907.576190148463,4615.715240081996,6862.86773721063
2020-03-25,7641.247690379272,8342.941189607154,6616.118805568592,8012.853469796773,4833.421590608306,7001.999284125108
2020-03-26,8087.417618073935,8859.597743572893,7031.451253631177,8545.140768606407,5128.75979692766,7436.9990842760735
2020-03-27,7846.529676661859,8459.186521518588,6817.295406004285,8362.137304857471,4781.105096236622,7147.493098929406
2020-03-30,8101.350315913967,8815.46630185641,6947.0878779162795,8753.726977418091,4830.046346173493,7362.914358965216
2020-03-31,7980.597176277717,8650.782612684477,6755.645885976776,8715.353690001313,4904.30295753172,7289.0592485790785
2020-04-01,7621.431507797294,8238.536210899008,6343.5559993757215,8383.782518773001,4661.282068112245,6937.35412387583
2020-04-02,7797.29916205945,8431.204935285472,6502.553681598606,8615.982291985154,5088.256041181685,7202.114842475387
2020-04-03,7684.594720239736,8300.964499030712,6372.759824864292,8538.250296643115,5034.251307696447,7102.008894071402
2020-04-06,8200.738851909424,9009.214557426278,6830.273960784325,8985.925920452899,5300.900964480109,7570.284851467844
2020-04-07,8209.102386753226,8928.486836143296,6898.416912668812,8912.133946790109,5413.972681206664,7593.22977151161
2020-04-08,8484.667230659503,9168.516973342914,7200.182851939091,9279.127955151158,5775.129182165155,7915.3094150702245
2020-04-09,8613.781328731804,9170.66913774689,7586.311474513108,9330.289294389931,5722.811865265277,8019.054127874978
2020-04-13,8535.134936264314,9191.121597547502,7310.504029625227,9248.62889985147,5704.247815241744,7930.440243092941
2020-04-14,8786.861309806543,9576.46163305649,7342.951801397646,9555.601916348172,5677.244625970934,8095.891488214698
2020-04-15,8600.157799821985,9367.643053186659,7024.961283829997,9506.407267239647,5410.597436771848,7871.675871106041
2020-04-16,8641.648785538071,9481.73880743018,6901.661551363822,9714.008055542849,5179.390931034466,7837.919581013013
2020-04-17,8875.104305867835,9607.674052631633,7265.077010661608,9915.709603632655,5729.562765399003,8182.6947964458905
2020-04-20,8718.743149975893,9453.754634461002,7138.529869855782,9836.997168846197,5550.672342769213,8035.050378462099
2020-04-21,8454.012615947371,9057.651190196068,6908.151521165,9537.893403402513,5452.788609103183,7789.859949356945
2020-04-22,8641.648785538071,9406.3940838932,6982.781673206027,9683.510660597847,5646.867014793498,7980.494087922775
2020-04-23,8641.024264299042,9341.811906866813,6953.578540128618,9736.640350321555,5829.1347381785845,8023.0206735972915
2020-04-24,8761.473387820583,9539.862766753926,7054.166494140885,9867.497884500579,5842.635304653751,8127.899338738991
2020-04-27,8887.800843268566,9621.667432484252,7294.2787589166965,9994.422038419112,5969.209232911854,8276.735166946288
2020-04-28,8846.928710694456,9493.579160633468,7372.152857241574,9792.723811038684,6105.908894474404,8269.260632446738
2020-04-29,9078.52509519054,9883.22783617718,7586.311474513105,9857.658622607936,6558.198640229295,8561.953197099867
2020-04-30,8994.001401359708,9839.095532215344,7394.866712928963,9812.401504646625,6413.061073211755,8449.392652376326
2020-05-01,8755.90010257195,9568.928195397217,7157.999086848161,9625.457189041092,6050.2163331397105,8176.318213356753
2020-05-04,8780.050318273961,9695.937798309951,7093.104235714483,9620.54087880415,6259.484778211031,8243.434436435693
2020-05-05,8861.171092746254,9829.408205661386,7070.388995204775,9829.125427261146,6264.546205438919,8313.160939020805
2020-05-06,8801.102661295241,9905.829011400354,6917.88543725003,9731.719059020545,6100.845822190133,8219.031560973699
2020-05-07,8907.307341638783,10054.369743051751,7080.124988523285,9730.737789398783,6259.484778211031,8344.645689353123
2020-05-08,9054.690231797349,10201.829219029036,7232.629238889189,9780.914538306415,6544.6964286977445,8517.335633604082
2020-05-11,9056.547306504826,10269.643091642803,7093.104235714483,9949.162429925767,6429.936472857638,8495.5791623151
2020-05-12,8876.03902660018,10057.59885190307,6908.151521165,9797.643441985007,6316.862699810604,8326.570210503438
2020-05-13,8719.05438003231,9884.301331643108,6703.728204800817,9691.380741828212,6029.963632738529,8125.446630270543
2020-05-14,8823.397863415974,10010.237439089915,6875.70374939258,9797.643441985007,6097.469343963028,8243.30093270693
2020-05-15,8863.95979649677,10060.82623626368,6830.273960784322,9880.290917386645,6073.843455447512,8255.837742213433
2020-05-18,9133.951870435963,10307.316315656644,7180.712250124388,9961.952142102453,6570.010556326811,8579.830417637999
2020-05-19,9040.13558912604,10269.643091642802,7005.495528893414,9841.917629969867,6386.056650148654,8445.34071002648
2020-05-20,9193.710102393665,10494.602904542457,7161.243033132008,9853.72275181541,6640.89110072203,8618.013944404476
2020-05-21,9130.236690457908,10348.217786276453,7138.52986985578,9780.914538306417,6534.571106657394,8536.275364844962
2020-05-22,9147.577975753535,10385.88756130888,7112.572067884541,9801.576822245499,6494.06817343961,8532.549288168348
2020-05-26,9260.279325883947,10375.12760153435,7482.476804572347,9783.867479122493,6674.644367598376,8684.925334545684
2020-05-27,9398.061490196309,10434.327643060089,7806.958676763494,9885.208057800932,6760.717007695081,8836.39695217573
2020-05-28,9380.724327153084,10413.875183259475,7683.652712596879,10014.098071672366,6571.69920670446,8775.392568203722
2020-05-29,9422.521905391632,10545.195150697642,7596.0440057758115,10135.118004313435,6541.321595527025,8798.430236564187
2020-06-01,9460.605334215225,10541.96517960097,7683.652712596878,10034.757865079411,6656.081140103036,8838.745489237217
2020-06-02,9538.940496626301,10640.988885053817,7745.306387091344,10092.811336636165,6841.722462866554,8943.702336297478
2020-06-03,9665.890412187115,10723.873081967547,8034.091694348104,10073.133643028224,7042.553002482884,9097.153133543403
2020-06-04,9640.49733738565,10635.606749553166,8209.308415579078,9993.439108442662,7044.2391852759565,9103.119190831972
2020-06-05,9887.578963032985,10915.46313741596,8514.321070777845,10154.795697921378,7567.410709218354,9429.94459114425
2020-06-08,10007.096457511487,10970.360574624448,8676.55923722878,10224.65014043695,7908.315743567954,9596.099774059026
2020-06-09,9932.476475078465,11022.024591754851,8491.605830268136,10118.390760989536,7611.28929813505,9457.88723687346
2020-06-10,9877.053822085447,11206.084658525408,8173.616697522808,10102.649768351466,7236.632641965488,9312.032231723308
2020-06-11,9307.651219934229,10563.491997112862,7505.190660259732,9540.846344218591,6554.82339579448,8666.528497293095
2020-06-12,9419.11795546999,10700.188926579554,7732.326447488983,9602.831535681147,6720.209550572243,8817.166954269947
2020-06-15,9507.049721474868,10803.52385880319,7839.402294068949,9624.473428887299,6740.464307293902,8884.368367323541
2020-06-16,9690.040627889124,11033.865807203498,7962.706873413244,9861.596153755154,6934.542712984218,9079.34160621435
2020-06-17,9649.78683317544,11031.711056063457,7842.6497024085975,9851.756061685166,6698.271901170278,8980.383582404405
2020-06-18,9653.503043716597,11081.225495525943,7832.913709090088,9818.303235392055,6780.966829247591,9002.982098795752
2020-06-19,9598.334939809452,11004.80124080556,7780.99602791413,9912.755832639235,6678.020434561386,8958.324929327084
2020-06-22,9659.909023950602,11212.141932138364,7742.465424102517,9874.716276515139,6708.958598701493,8996.128207135856
2020-06-23,9704.379882872387,11293.093837213428,7778.384945430372,9917.202262498922,6715.795864295352,9035.323595232858
2020-06-24,9456.833473266632,11038.371039178968,7504.083494815145,9658.332211902105,6343.171264023489,8737.308143099197
2020-06-25,9558.215118298858,11179.7637568444,7703.279106922535,9753.182464097528,6464.5299522818505,8875.405437991656
2020-06-26,9331.197525659221,10959.57733422536,7373.4642839783,9634.616535688205,6240.612691379691,8639.221210545591
2020-06-29,9468.339710286045,11079.384601694817,7455.100944545748,9721.565990091502,6324.368680824352,8741.41698196981
2020-06-30,9589.62358991916,11277.98298738182,7556.332148525504,9887.561610573935,6469.658004293269,8888.904197031097
2020-07-01,9656.79878451266,11296.333293008998,7491.0232355182425,9963.642383176822,6312.403363219073,8859.352590642435
2020-07-02,9709.97996276164,11362.170037025682,7500.819468607657,10038.736074916533,6382.483998947823,8914.779939797862
2020-07-06,9859.878457449035,11560.766698221976,7644.50170838604,10140.50502510498,6401.286582146961,9030.949262181872
2020-07-07,9758.18146010799,11439.883348550531,7487.756439666116,10052.569320015851,6197.88111802638,8883.343224594444
2020-07-08,9832.821023239925,11626.607753465434,7566.127689203759,10053.555570701683,6192.753888543153,8943.232222514021
2020-07-09,9776.841866172525,11668.701709410041,7406.120471509828,9974.511064977236,5886.7910855710625,8799.265201384504
2020-07-10,9876.668391485784,11665.465702595888,7660.828071123905,9950.798709472714,6074.814038713769,8929.29580546767
2020-07-13,9791.147112573464,11423.692967535517,7693.482181421957,10007.11711037847,6042.334868006433,8884.990791015454
2020-07-14,9918.02901096963,11555.372491286369,7732.669883424258,10205.718776262143,6254.285577511025,9035.152467046777
2020-07-15,10009.148308644999,11617.973228488903,7886.145586647417,10338.119610125474,6389.3220870698715,9159.867625006276
2020-07-16,9976.184717305729,11474.419723965952,7886.145586647417,10321.320971549905,6360.263811111992,9119.889622498746
2020-07-17,10005.10644016402,11530.54672304947,7820.838058462475,10462.61466513261,6271.381003448201,9118.474323882176
2020-07-20,10085.965451608732,11825.206139152438,7784.916459901139,10460.63884305157,6167.114039750153,9140.775753189233
2020-07-21,10107.419714239288,11706.478402866385,7938.393547946618,10453.722635590586,6539.739462550207,9271.60179785992
2020-07-22,10164.95605215186,11800.380370915538,7938.393547946618,10547.58663710018,6459.401077742237,9290.901952454613
2020-07-23,10043.66701970324,11493.84869853118,7944.925062417388,10500.162756268484,6447.438227721534,9210.193906509014
2020-07-24,9978.98166556105,11354.618492213973,7925.3319038273985,10384.556410093997,6411.542686169794,9140.93811594445
2020-07-27,10051.756940043804,11533.785316599686,7860.024375642456,10462.614665132613,6418.379540499558,9183.744772103464
2020-07-28,9988.001153818454,11398.869786034682,7840.429139818986,10450.758902469024,6308.98575858238,9112.64388575981
2020-07-29,10110.843244859841,11564.007878508253,7987.376098216016,10560.432801336321,6440.60137339177,9252.767860797507
2020-07-30,10074.767352956429,11628.766815832243,7843.695935671111,10487.315761854996,6187.625836531732,9137.740542737503
2020-07-31,10154.378352486185,11919.109831692298,7846.961346700917,10427.044886609812,6158.5675605738525,9179.48679396619
2020-08-03,10224.976047137137,12212.6871298758,7869.819916320713,10534.742963396071,6180.787337145584,9268.40474441479
2020-08-04,10264.4703168456,12243.990085213129,7837.1651136115015,10488.305333250206,6331.206768946399,9309.565500628358
2020-08-05,10328.221980818545,12289.321772462596,7944.925062417391,10536.720445831803,6397.866921189787,9381.822733785859
2020-08-06,10397.26352518743,12462.015720974649,7941.658958976426,10480.400384571356,6346.59133624475,9394.894253790399
2020-08-07,10404.727893725863,12276.367398261735,8111.465179404411,10513.995171190456,6355.136581628763,9416.980534716322
2020-08-10,10435.82410472665,12241.831885091668,8170.243962763224,10478.424562490314,6551.704780155484,9482.841593801817
2020-08-11,10349.684487953906,12021.648049208688,8264.942267449893,10412.22456064732,6529.484181055561,9436.642912319636
2020-08-12,10493.979811062749,12294.716841643556,8242.084390241256,10587.109720139746,6594.437176036986,9551.080888737153
2020-08-13,10475.011266631102,12300.113635315227,8189.835044119735,10573.278965572463,6466.2391658642855,9496.72635276325
2020-08-14,10475.320435561314,12291.479110338694,8222.490539240105,10552.528682834814,6527.772911152639,9517.369355284312
2020-08-17,10508.5973180832,12373.50968435181,8085.340506343652,10614.777040515726,6490.170623603033,9504.63350424059
2020-08-18,10531.301653754916,12419.920902784683,8033.091852633292,10611.81247721682,6408.123436476718,9479.024614840726
2020-08-19,10487.449132693557,12404.80919070772,8029.8285188369655,10577.231439911888,6334.623962318991,9440.131323256068
2020-08-20,10520.103555102613,12569.948145426646,7954.720603095649,10543.636653292784,6197.881118026375,9406.73181627096
2020-08-21,10557.42333666858,12729.689444228547,7938.393547946624,10554.505335093198,6158.56756057385,9423.458733451671
2020-08-24,10664.401969900759,12839.780068802007,8127.792234553439,10506.090222511604,6327.785462932845,9546.961835776552
2020-08-25,10701.722782029829,12904.543317352765,8150.650804173235,10577.231439911888,6238.903889061341,9554.75427166282
2020-08-26,10809.012645318418,13166.820246935,8111.465179404414,10564.385275675744,6107.288685516048,9560.930078151094
2020-08-27,10832.646548906974,13177.614696523697,8248.613827478548,10647.383085916961,6119.254003121326,9617.779150924867
2020-08-28,10902.617661192697,13293.10297701418,8281.27070742124,10671.094611244136,6228.647373774408,9693.348398603956
2020-08-31,10863.120299794933,13335.198657449497,8183.304914471287,10696.785279361731,6093.614976856521,9632.168713074921
2020-09-01,10965.438726685705,13589.919730993248,8206.164868913402,10600.942965239063,6052.591794557459,9662.262881104618
2020-09-02,11124.040326758586,13710.806529646108,8323.720358397544,10813.377046044705,6023.533929863675,9764.533368181892
2020-09-03,10741.21602117519,12929.367361098957,8196.369328235145,10518.933066038366,5979.093142927924,9488.556843705634
2020-09-04,10653.516131867973,12749.115832057716,8258.412830212601,10443.842695008034,5960.288503408307,9441.455505369755
2020-09-08,10362.432553509676,12172.752236297996,8046.15557398599,10271.917117750445,5743.209741892296,9156.105276594062
2020-09-09,10567.060132223312,12569.948145426648,8127.792234553436,10453.722635590584,5782.5241218730125,9315.545425603194
2020-09-10,10383.578677773117,12286.083178912377,8013.500078865617,10293.65614170596,5570.572589840228,9118.104355160904
2020-09-11,10388.866497042854,12192.181210863224,8069.0134511946235,10334.167135786047,5575.700230587551,9126.583814695721
2020-09-14,10525.697451613263,12447.982677835735,8180.0388110303165,10482.377036829737,5618.4326264690535,9254.204397297177
2020-09-15,10578.879660425342,12571.027676610054,8069.0134511946235,10496.20945175171,5577.409032905895,9245.658328691748
2020-09-16,10536.898641954867,12376.745691165963,8160.4484220849645,10478.424562490312,5801.326293808054,9301.800309549018
2020-09-17,10444.223193997428,12274.210922630984,8075.544965665394,10443.842695008034,5809.874006776643,9247.271400435113
2020-09-18,10323.98121365913,12062.660749479182,8059.215833282888,10428.03279765033,5744.921011795216,9166.887238554184
2020-09-21,10209.078580745603,12162.935572940914,7857.28588950529,10235.3884843942,5554.499155181292,9021.147565502659
2020-09-22,10313.05003084991,12355.483582977795,7791.616230283752,10213.563121994806,5497.16482757588,9030.534329173053
2020-09-23,10073.883129816018,11970.389287394742,7617.595303125822,10108.412029302932,5248.715663355001,8791.795744617602
2020-09-24,10100.731359715684,12037.45645553181,7634.010294492148,10057.821021900158,5246.978483814041,8800.740432861545
2020-09-25,10264.0333580909,12325.194628176956,7712.812916182373,10219.517153912968,5243.5028909398325,8916.571805145717
2020-09-28,10434.513228462547,12561.011834576164,7896.688931378304,10311.769781195966,5366.85908891184,9080.878094968526
2020-09-29,10377.684887400163,12518.824756133306,7798.182365312516,10298.876296851158,5219.179498517719,8989.98487569812
2020-09-30,10456.36941070238,12623.750531035363,7903.2543739959065,10463.546124113667,5203.543648856791,9066.275146011289
2020-10-01,10523.496168830146,12756.803611635385,7916.38664405343,10427.833555087536,5043.70174535547,9038.152084123478
2020-10-02,10423.58307621643,12433.368481328127,7978.772889555008,10332.603911845457,5092.348530199697,8990.331633115558
2020-10-05,10608.424873959557,12705.961314327498,8110.1129004092445,10544.89105126104,5245.240893008986,9182.163406735104
2020-10-06,10457.617422617335,12509.089143839517,8028.023402943262,10405.020281647623,5167.056709535189,9057.281917962722
2020-10-07,10639.649905347935,12738.417953948689,8162.646135106301,10601.434430227286,5240.029354386105,9212.176470232613
2020-10-08,10733.943337373486,12804.402141920937,8274.283586407293,10653.015839202615,5436.3557296244535,9341.241246092304
2020-10-09,10829.799103059711,13000.192194489451,8284.131057922536,10749.24086508132,5349.485648445856,9375.73715904471
2020-10-12,11004.024039739337,13354.997535271665,8376.070104137241,10822.64597610135,5363.384318565826,9495.568595094852
2020-10-13,10932.213372318849,13269.543847202545,8215.180754625675,10740.311477558767,5279.988185205053,9390.567595586095
2020-10-14,10863.522219404205,13199.22946306172,8136.378132935452,10677.816557206399,5302.575220614398,9347.905333394536
2020-10-15,10850.09192107577,13139.736258115568,8198.76368602587,10600.44070794535,5366.859088911841,9360.619635724308
2020-10-16,10843.534448065959,13101.874202369163,8205.333283110433,10705.592630814572,5245.240893008987,9331.740336777235
2020-10-19,10678.677329971775,12861.731973273505,8080.560099696117,10535.960833561147,5134.047830672372,9171.640397006016
2020-10-20,10721.453943155997,12906.082425309942,8146.229758917655,10549.848870365233,5194.855694831512,9224.36469163696
2020-10-21,10701.16215570304,12886.612925213069,8103.5412260912035,10497.272078753276,5095.823300545713,9164.058246574934
2020-10-22,10759.857877103907,12826.035015611387,8264.434730069728,10655.992855161696,5306.05040222451,9305.210109203987
2020-10-23,10796.38721677163,12811.971793885083,8290.700655007095,10695.672841719463,5279.988185205053,9313.191423033611
2020-10-26,10596.871231037509,12533.967509043021,8103.541226091202,10576.634542400849,5090.611761922834,9108.767433246032
2020-10-27,10560.343952495985,12596.709654483635,7955.788993515279,10504.218172598683,5024.589480292142,9042.290722060225
2020-10-28,10199.400562666839,12062.336545226026,7752.215265644221,10170.907779832649,4814.362789877441,8724.436887738433
2020-10-29,10303.060782714732,12263.536325146522,7811.317405014678,10087.580389185478,4962.042380271562,8823.807078162183
2020-10-30,10195.65240466956,11992.023023330556,7834.300608643245,10084.605863758434,4989.841365567883,8780.896844726174
2020-11-02,10309.932577470257,12022.311115886041,7982.057688097287,10266.138253252075,5160.107991371348,8929.677328306
2020-11-03,10491.960937948452,12234.32948826515,8159.362028975178,10415.931302492632,5130.571826534067,9048.211545182776
2020-11-04,10726.45011306823,12710.288923760014,8064.14164627399,10878.200613849733,5137.520544697908,9220.703567556115
2020-11-05,10935.64514744421,13105.120556127566,8261.149931527447,10900.022655539746,5137.520544697908,9362.707680286205
2020-11-06,10933.152215303595,13151.634381757583,8195.480964717068,10903.99173342607,5026.326248569006,9314.195285660944
2020-11-09,11070.529368317379,13056.441632413256,8868.584931776022,11006.16664033621,5743.8780460480875,9760.507909576287
2020-11-10,11054.293877228814,12813.053049559194,8914.555493500115,11037.91013147602,5929.780110248386,9800.184610354529
2020-11-11,11136.412236782591,13117.019542014934,8878.437942580544,11024.021264494588,5868.970601032863,9830.735864075868
2020-11-12,11028.378306935288,13000.192194489444,8730.682247948822,10983.350876364264,5679.59253269426,9690.733356790743
2020-11-13,11181.058291431498,13110.529421234189,8875.153836449423,11122.230414227783,5886.344452762944,9861.147530167833
2020-11-16,11320.626421597392,13237.088932072053,9072.159352058241,11103.38206778747,6273.787309673142,10075.053985275275
2020-11-17,11259.741784170616,13163.534229890303,9059.027082000717,11030.96652816265,6338.071589234682,10057.608222525054
2020-11-18,11124.234072621517,13022.908048344716,8973.656940459412,10825.622161883091,6153.90588204715,9897.061022933562
2020-11-19,11171.070073859428,13127.838134473544,9003.209048761382,10817.688156997165,6254.6754558739085,9958.824278655049
2020-11-20,11094.570344330714,12992.620818034586,8924.40711948232,10792.890759702763,6221.664931954707,9892.158411431486
2020-11-23,11161.075672908753,12989.376188766892,9091.861911611486,10765.112195562557,6661.231400375629,10075.33253376173
2020-11-24,11340.924392428948,13170.025212916404,9410.356504503496,10796.854856525018,7003.500186467138,10315.897160304725
2020-11-25,11323.436767173022,13198.1482073876,9377.520290070406,10757.17653032194,6840.181867563416,10254.227693010052
2020-11-27,11354.975089744014,13268.462591528425,9347.968874179598,10856.376911805033,6760.2633833973305,10259.354035747123
2020-11-30,11304.705252254538,13357.162633355945,9154.246079879584,10886.134618735661,6386.717551550717,10113.710848756898
2020-12-01,11428.348090825179,13528.073458475603,9295.437024304863,10977.400165155485,6416.255361444381,10219.226814426163
2020-12-02,11452.392158527815,13507.52356494997,9397.222849623651,11059.73549387541,6624.744461054026,10324.544647233728
2020-12-03,11449.268521769567,13498.868346084937,9400.504878521293,11045.845796716636,6694.238634182064,10342.447297588715
2020-12-04,11547.934633031427,13634.083938033185,9515.425743542246,11163.893694462697,7059.097334531589,10541.125566551022
2020-12-07,11524.204887074506,13673.028111699057,9449.756776731865,11095.445572369512,6894.043069879194,10466.045746803049
2020-12-08,11557.924911729695,13717.378563735496,9446.474747834223,11179.764194766583,6996.549000718722,10525.263697023154
2020-12-09,11454.265722244903,13454.517031803145,9423.489466972176,11141.076270136062,7012.18690670013,10458.344094818594
2020-12-10,11450.518594810726,13473.989980881437,9439.90515074966,11122.230414227784,7227.625958265903,10525.056047861031
2020-12-11,11437.089327045389,13445.862675183469,9344.686152870794,11078.583010138382,7144.229824905131,10464.41055447096
2020-12-14,11385.887860512874,13494.542461143128,9236.332807700923,10995.25395913652,6894.043069879195,10349.317533618232
2020-12-15,11539.817918050241,13719.542799574432,9393.938743492528,11114.293918809823,7029.559524637925,10510.22876037355
2020-12-16,11557.924911729695,13812.569588589116,9410.356504503494,11081.55836574277,6994.811821177763,10514.872073606308
2020-12-17,11622.558737716849,13921.822110678333,9436.623814263183,11200.59915559342,6961.800474730369,10561.801982890473
2020-12-18,11576.14938960263,13873.14836043615,9354.53570161952,11209.523562051902,6845.394228714491,10493.969703991508
2020-12-21,11534.758883788863,13887.025337165958,9480.636929638407,11097.368263100474,6713.34637534034,10455.372071548678
2020-12-22,11515.318341457092,14007.375819208533,9388.208348733695,11063.498687780184,6600.664948240767,10408.103521103008
2020-12-23,11525.66622555131,13901.12304870643,9543.35691731903,11071.4675601146,6746.799008162605,10476.169620455868
2020-12-24,11570.503964936948,13993.279832158769,9556.561890548337,11103.343879629601,6711.585753745917,10496.20690864104
2020-12-28,11669.905898252715,14151.579456728521,9602.777565823013,11131.23285735669,6669.330424215625,10540.197400253728
2020-12-29,11647.645735277405,14084.355359936995,9569.764094133005,11184.026325255685,6625.313650562716,10515.000556215633
2020-12-30,11664.263565276337,14076.76760082041,9612.680430231045,11182.034729805091,6729.193203482453,10558.897878518297
2020-12-31,11723.525065819496,14097.366642331228,9731.518265183213,11299.572898661334,6672.85207866857,10603.340806571163
